Notes,County,County Code,Deaths,Population,Crude Rate,Deaths,Population,Crude Rate
,"Crisp County, GA",13081,106,7960,1331.7,53,3337,1588.3
,"Dade County, GA",13083,35,4823,725.7,87,7492,1161.2
,"Dawson County, GA",13085,16,2017,793.3 (Unreliable),117,9198,1272
,"Decatur County, GA",13087,138,10315,1337.9,48,4006,1198.2
,"DeKalb County, GA",13089,1281,187086,684.7,51,2916,1749
,"Dodge County, GA",13091,84,7447,1128,99,6922,1430.2
,"Dooly County, GA",13093,81,4500,1800,1,37,2702.7 (Unreliable)
,"Dougherty County, GA",13095,300,34926,859,1,66,1515.2 (Unreliable)
,"Douglas County, GA",13097,142,19530,727.1,75,6919,1084
,"Early County, GA",13099,77,5493,1401.8,66,5840,1130.1
,"Echols County, GA",13101,5,889,562.4 (Unreliable),141,12759,1105.1
,"Effingham County, GA",13103,48,7120,674.2,241,19747,1220.4
,"Elbert County, GA",13105,89,8369,1063.4,11,808,1361.4 (Unreliable)
,"Emanuel County, GA",13107,130,8770,1482.3,15,631,2377.2 (Unreliable)
,"Evans County, GA",13109,47,3495,1344.8,26,1439,1806.8
,"Fannin County, GA",13111,87,7400,1175.7,50,8198,609.9
,"Fayette County, GA",13113,69,11832,583.2,72,7450,966.4
,"Floyd County, GA",13115,374,35530,1052.6,122,15648,779.7
,"Forsyth County, GA",13117,88,11173,787.6,148,17120,864.5
,"Franklin County, GA",13119,79,7027,1124.2,11,1228,895.8 (Unreliable)
,"Fulton County, GA",13121,2676,236055,1133.6,4,967,413.7 (Unreliable)
,"Gilmer County, GA",13123,64,5119,1250.2,15,2195,683.4 (Unreliable)
,"Glascock County, GA",13125,10,1179,848.2 (Unreliable),73,11441,638.1
,"Glynn County, GA",13127,242,23479,1030.7,81,10885,744.1
,"Gordon County, GA",13129,126,12528,1005.7,154,22326,689.8
,"Grady County, GA",13131,108,8421,1282.5,169,24622,686.4
,"Greene County, GA",13133,66,4887,1350.5,25,2384,1048.7
,"Gwinnett County, GA",13135,328,58631,559.4,18,1712,1051.4 (Unreliable)
,"Habersham County, GA",13137,96,10471,916.8,43,4096,1049.8
,"Hall County, GA",13139,258,31938,807.8,17,1318,1289.8 (Unreliable)
,"Hancock County, GA",13141,46,3715,1238.2,15,1094,1371.1 (Unreliable)
,"Haralson County, GA",13143,90,8339,1079.3,32,2412,1326.7
,"Harris County, GA",13145,53,7124,744,75,6524,1149.6
,"Hart County, GA",13147,91,8252,1102.8,25,3925,636.9
,"Heard County, GA",13149,45,2873,1566.3,31,3087,1004.2
,"Henry County, GA",13151,114,14856,767.4,56,7012,798.6
,"Houston County, GA",13153,181,28690,630.9,101,12562,804
,"Irwin County, GA",13155,58,4038,1436.4,111,10503,1056.8
,"Jackson County, GA",13157,125,10832,1154,212,23065,919.1
,"Jasper County, GA",13159,43,3241,1326.8,268,30115,889.9
,"Jeff Davis County, GA",13161,40,4560,877.2,29,2064,1405
,"Jefferson County, GA",13163,103,7546,1365,31,1581,1960.8
,"Jenkins County, GA",13165,52,3666,1418.4,60,3645,1646.1
,"Johnson County, GA",13167,49,3825,1281,71,7601,934.1
,"Jones County, GA",13169,54,6557,823.5,74,6272,1179.8
,"Lamar County, GA",13171,61,5261,1159.5,145,13873,1045.2
,"Lanier County, GA",13173,20,2264,883.4,205,17540,1168.8
,"Laurens County, GA",13175,198,15993,1238,51,6986,730
,"Lee County, GA",13177,32,4023,795.4,67,4997,1340.8
,"Liberty County, GA",13179,57,7744,736.1,118,11983,984.7
,"Lincoln County, GA",13181,34,2936,1158,148,20943,706.7
,"Long County, GA",13183,18,1571,1145.8 (Unreliable),175,18626,939.5
,"Lowndes County, GA",13185,242,24328,994.7,323,39569,816.3
,"Lumpkin County, GA",13187,26,4154,625.9,441,51712,852.8
,"McDuffie County, GA",13189,65,7572,858.4,13,1039,1251.2 (Unreliable)
,"McIntosh County, GA",13191,43,3183,1350.9,10,730,1369.9 (Unreliable)
,"Macon County, GA",13193,63,5575,1130,23,1769,1300.2
,"Madison County, GA",13195,65,7265,894.7,111,15173,731.6
,"Marion County, GA",13197,34,2193,1550.4,144,12997,1107.9
,"Meriwether County, GA",13199,142,8822,1609.6,255,28170,905.2
,"Miller County, GA",13201,32,3079,1039.3,278,30019,926.1
,"Mitchell County, GA",13205,108,8192,1318.4,6,884,678.7 (Unreliable)
,"Monroe County, GA",13207,69,6219,1109.5,8,687,1164.5 (Unreliable)
,"Montgomery County, GA",13209,40,2731,1464.7,14,1571,891.2 (Unreliable)
,"Morgan County, GA",13211,55,4727,1163.5,28,2455,1140.5
,"Murray County, GA",13213,60,7383,812.7,28,2301,1216.9
,"Muscogee County, GA",13215,675,65597,1029,56,4756,1177.5
,"Newton County, GA",13217,150,13953,1075,70,6540,1070.3
,"Oconee County, GA",13219,28,4703,595.4,23,2008,1145.4
,"Oglethorpe County, GA",13221,38,3811,997.1,24,1450,1655.2
,"Paulding County, GA",13223,67,10097,663.6,47,3458,1359.2
,"Peach County, GA",13225,90,7201,1249.8,23,1302,1766.5
,"Pickens County, GA",13227,50,5285,946.1,19,1026,1851.9 (Unreliable)
,"Pierce County, GA",13229,51,4842,1053.3,42,2328,1804.1
,"Pike County, GA",13231,48,3931,1221.1,89,5789,1537.4
,"Polk County, GA",13233,149,14757,1009.7,1,14,7142.9 (Unreliable)
,"Pulaski County, GA",13235,48,4008,1197.6,1,23,4347.8 (Unreliable)
,"Putnam County, GA",13237,44,4441,990.8,55,5152,1067.5
,"Quitman County, GA",13239,12,1057,1135.3 (Unreliable),74,4504,1643
,"Rabun County, GA",13241,46,5114,899.5,129,9656,1336
,"Randolph County, GA",13243,63,4167,1511.9,130,9696,1340.8
,"Richmond County, GA",13245,675,65960,1023.3,6,1253,478.9 (Unreliable)
,"Rockdale County, GA",13247,99,14607,677.8,6,1524,393.7 (Unreliable)
,"Schley County, GA",13249,18,1384,1300.6 (Unreliable),12,2777,432.1 (Unreliable)
,"Screven County, GA",13251,108,5930,1821.2,31,9832,315.3
,"Seminole County, GA",13253,49,3961,1237.1,63,9888,637.1
,"Spalding County, GA",13255,254,20107,1263.2,94,19720,476.7
,"Stephens County, GA",13257,93,9697,959.1,100,44347,225.5
,"Stewart County, GA",13259,36,2547,1413.4,249,53681,463.9
,"Sumter County, GA",13261,159,11410,1393.5,349,98028,356
,"Talbot County, GA",13263,34,2730,1245.4,455,120525,377.5
,"Taliaferro County, GA",13265,15,1022,1467.7 (Unreliable),13,5375,241.9 (Unreliable)
,"Tattnall County, GA",13267,65,7598,855.5,24,4674,513.5
,"Taylor County, GA",13269,35,3450,1014.5,37,10049,368.2
,"Telfair County, GA",13271,77,5125,1502.4,8,2258,354.3 (Unreliable)
,"Terrell County, GA",13273,73,4873,1498.1,23,2321,991
,"Thomas County, GA",13275,202,16113,1253.6,31,4579,677
,"Tift County, GA",13277,143,12479,1145.9,68,14743,461.2
,"Toombs County, GA",13279,99,9378,1055.7,1,285,350.9 (Unreliable)
,"Towns County, GA",13281,26,2829,919.1,1,371,269.5 (Unreliable)
,"Treutlen County, GA",13283,44,2593,1696.9,2,656,304.9 (Unreliable)
,"Troup County, GA",13285,251,21475,1168.8,2,450,444.4 (Unreliable)
,"Turner County, GA",13287,47,3879,1211.7,2,658,304.0 (Unreliable)
,"Twiggs County, GA",13289,31,3689,840.3,107,17522,610.7
,"Union County, GA",13291,48,4459,1076.5,144,16239,886.8
,"Upson County, GA",13293,165,12214,1350.9,251,33761,743.5
,"Walker County, GA",13295,227,24867,912.9,255,35075,727
,"Walton County, GA",13297,128,12862,995.2,2,213,939.0 (Unreliable)
,"Ware County, GA",13299,209,15789,1323.7,2,435,459.8 (Unreliable)
,"Warren County, GA",13301,29,2863,1012.9,8,2629,304.3 (Unreliable)
,"Washington County, GA",13303,104,7694,1351.7,11,2172,506.4 (Unreliable)
,"Wayne County, GA",13305,99,8547,1158.3,19,4801,395.8 (Unreliable)
,"Webster County, GA",13307,18,976,1844.3 (Unreliable),29,7853,369.3
,"Wheeler County, GA",13309,26,2243,1159.2,54,7807,691.7
,"White County, GA",13311,38,4605,825.2,83,15660,530
,"Whitfield County, GA",13313,214,26218,816.2,104,20896,497.7
,"Wilcox County, GA",13315,59,3526,1673.3,2,724,276.2 (Unreliable)
,"Wilkes County, GA",13317,68,5061,1343.6,5,650,769.2 (Unreliable)
,"Wilkinson County, GA",13319,51,4124,1236.7,7,1374,509.5 (Unreliable)
,"Worth County, GA",13321,80,7260,1101.9,47,7898,595.1
,"Hawaii County, HI",15001,236,37426,630.6,79,7295,1082.9
,"Honolulu County, HI",15003,1531,284570,538,126,15193,829.3
,"Kauai County, HI",15007,90,16260,553.5,133,16597,801.3
,"Maui County, HI",15009,161,28931,556.5,2,101,1980.2 (Unreliable)
,"Ada County, ID",16001,459,64024,716.9,2,140,1428.6 (Unreliable)
,"Adams County, ID",16003,10,1480,675.7 (Unreliable),24,3924,611.6
,"Bannock County, ID",16005,180,21793,826,30,3807,788
,"Bear Lake County, ID",16007,37,2679,1381.1,54,7731,698.5
,"Benewah County, ID",16009,34,3395,1001.5,56,8470,661.2
,"Bingham County, ID",16011,85,12545,677.6,11,1993,551.9 (Unreliable)
,"Blaine County, ID",16013,9,3359,267.9 (Unreliable),25,1976,1265.2
,"Boise County, ID",16015,10,1206,829.2 (Unreliable),36,3969,907
,"Bonner County, ID",16017,102,10316,988.8,36,4029,893.5
,"Bonneville County, ID",16019,146,22751,641.7,61,7403,824
,"Boundary County, ID",16021,24,2960,810.8,72,6901,1043.3
,"Butte County, ID",16023,15,1334,1124.4 (Unreliable),133,14304,929.8
,"Camas County, ID",16025,1,350,285.7 (Unreliable),14,5540,252.7 (Unreliable)
,"Canyon County, ID",16027,325,33524,969.5,21,4571,459.4
,"Caribou County, ID",16029,33,2890,1141.9,35,10111,346.2
,"Cassia County, ID",16031,52,7052,737.4,2277,321899,707.4
,"Clark County, ID",16033,1,329,304.0 (Unreliable),2743,281095,975.8
,"Clearwater County, ID",16035,37,4318,856.9,5020,602994,832.5
,"Custer County, ID",16037,11,1528,719.9 (Unreliable),5188,627409,826.9
,"Elmore County, ID",16039,38,6242,608.8,2,280,714.3 (Unreliable)
,"Franklin County, ID",16041,50,3347,1493.9,3,224,1339.3 (Unreliable)
,"Fremont County, ID",16043,26,3941,659.7,5,504,992.1 (Unreliable)
,"Gem County, ID",16045,65,5383,1207.5,102,14522,702.4
,"Gooding County, ID",16047,51,5466,933,162,14136,1146
,"Idaho County, ID",16049,49,6408,764.7,264,28658,921.2
,"Jefferson County, ID",16051,49,5193,943.6,269,29195,921.4
,"Jerome County, ID",16053,50,6029,829.3,1,120,833.3 (Unreliable)
,"Kootenai County, ID",16055,250,24905,1003.8,1,240,416.7 (Unreliable)
,"Latah County, ID",16057,103,9384,1097.6,7,4393,159.3 (Unreliable)
,"Lemhi County, ID",16059,29,3270,886.9,14,3823,366.2 (Unreliable)
,"Lewis County, ID",16061,22,1879,1170.8,21,8216,255.6
,"Lincoln County, ID",16063,22,1455,1512,27,6487,416.2
,"Madison County, ID",16065,37,4246,871.4,64,6419,997
,"Minidoka County, ID",16067,58,7360,788,91,12906,705.1
,"Nez Perce County, ID",16069,150,14548,1031.1,113,21362,529
,"Oneida County, ID",16071,23,1461,1574.3,21,2612,804
,"Owyhee County, ID",16073,34,3280,1036.6,20,2454,815
,"Payette County, ID",16075,77,7099,1084.7,41,5066,809.3
,"Power County, ID",16077,18,2441,737.4 (Unreliable),15,3318,452.1 (Unreliable)
,"Shoshone County, ID",16079,88,7744,1136.4,17,2616,649.8 (Unreliable)
,"Teton County, ID",16081,10,1054,948.8 (Unreliable),32,5934,539.3
,"Twin Falls County, ID",16083,212,22438,944.8,814,111919,727.3
,"Valley County, ID",16085,16,2232,716.8 (Unreliable),964,96036,1003.8
,"Washington County, ID",16087,43,4196,1024.8,1778,207955,855
,"Adams County, IL",17001,550,32584,1687.9,1851,218955,845.4
,"Alexander County, IL",17003,85,5842,1455,4,434,921.7 (Unreliable)
,"Bond County, IL",17005,125,7461,1675.4,7,472,1483.1 (Unreliable)
,"Boone County, IL",17007,127,11822,1074.3,11,906,1214.1 (Unreliable)
,"Brown County, IL",17009,46,2741,1678.2,7,1257,556.9 (Unreliable)
,"Bureau County, IL",17011,276,18340,1504.9,9,1116,806.5 (Unreliable)
,"Calhoun County, IL",17013,44,2953,1490,16,2373,674.3 (Unreliable)
,"Carroll County, IL",17015,136,8961,1517.7,105,16514,635.8
,"Cass County, IL",17017,111,7085,1566.7,167,16546,1009.3
,"Champaign County, IL",17019,499,51262,973.4,272,33060,822.7
,"Christian County, IL",17021,200,17136,1167.1,299,36339,822.8
,"Clark County, IL",17023,129,8352,1544.5,19,4322,439.6 (Unreliable)
,"Clay County, IL",17025,114,7522,1515.6,20,3481,574.5
,"Clinton County, IL",17027,152,13462,1129.1,39,7803,499.8
,"Coles County, IL",17029,254,20342,1248.6,39,7901,493.6
,"Cook County, IL",17031,25148,2249518,1117.9,1,40,2500.0 (Unreliable)
,"Crawford County, IL",17033,142,10252,1385.1,1,37,2702.7 (Unreliable)
,"Cumberland County, IL",17035,61,4940,1234.8,2,77,2597.4 (Unreliable)
,"DeKalb County, IL",17037,220,24967,881.2,1,183,546.4 (Unreliable)
,"De Witt County, IL",17039,109,8398,1297.9,1,406,246.3 (Unreliable)
,"Douglas County, IL",17041,108,9011,1198.5,166,19227,863.4
,"DuPage County, IL",17043,1899,259698,731.2,200,17246,1159.7
,"Edgar County, IL",17045,144,10559,1363.8,366,36473,1003.5
,"Edwards County, IL",17047,65,3843,1691.4,369,36956,998.5
,"Effingham County, IL",17049,139,12771,1088.4,7,428,1635.5 (Unreliable)
,"Fayette County, IL",17051,161,10504,1532.7,7,745,939.6 (Unreliable)
,"Ford County, IL",17053,82,7465,1098.5,5,707,707.2 (Unreliable)
,"Franklin County, IL",17055,312,21666,1440,10,611,1636.7 (Unreliable)
,"Fulton County, IL",17057,332,20442,1624.1,15,1318,1138.1 (Unreliable)
,"Gallatin County, IL",17059,69,3705,1862.3,103,17026,605
,"Greene County, IL",17061,98,8089,1211.5,161,17061,943.7
,"Grundy County, IL",17063,126,12776,986.2,264,34087,774.5
,"Hamilton County, IL",17065,52,4837,1075,286,36150,791.1
,"Hancock County, IL",17067,156,11313,1378.9,15,994,1509.1 (Unreliable)
,"Hardin County, IL",17069,38,2707,1403.8,18,810,2222.2 (Unreliable)
,"Henderson County, IL",17071,54,4125,1309.1,33,1804,1829.3
,"Henry County, IL",17073,313,25572,1224,58,4984,1163.7
,"Iroquois County, IL",17075,195,15644,1246.5,51,4277,1192.4
,"Jackson County, IL",17077,245,19582,1251.1,109,9261,1177
,"Jasper County, IL",17079,68,5190,1310.2,142,11103,1278.9
,"Jefferson County, IL",17081,241,16831,1431.9,14,1521,920.4 (Unreliable)
,"Jersey County, IL",17083,82,8735,938.8,13,1142,1138.4 (Unreliable)
,"Jo Daviess County, IL",17085,116,10370,1118.6,27,2663,1013.9
,"Johnson County, IL",17087,59,4642,1271,41,4623,886.9
,"Kane County, IL",17089,1035,106895,968.2,48,4110,1167.9
,"Kankakee County, IL",17091,495,41882,1181.9,89,8733,1019.1
,"Kendall County, IL",17093,105,13866,757.2,116,11418,1015.9
,"Knox County, IL",17095,361,28085,1285.4,75,8875,845.1
,"Lake County, IL",17097,1296,169999,762.4,112,7722,1450.4
,"LaSalle County, IL",17099,649,52109,1245.5,187,16597,1126.7
,"Lawrence County, IL",17101,128,8825,1450.4,187,16651,1123.1
,"Lee County, IL",17103,235,15924,1475.8,174,19669,884.6
,"Livingston County, IL",17105,215,18216,1180.3,192,17437,1101.1
,"Logan County, IL",17107,201,14526,1383.7,366,37106,986.4
,"McDonough County, IL",17109,183,13424,1363.2,366,37506,975.8
,"McHenry County, IL",17111,546,59356,919.9,69,6873,1003.9
,"McLean County, IL",17113,460,42473,1083,64,5754,1112.3
,"Macon County, IL",17115,657,56281,1167.4,133,12627,1053.3
,"Macoupin County, IL",17117,377,23392,1611.7,133,12659,1050.6
,"Madison County, IL",17119,1200,109968,1091.2,14,893,1567.7 (Unreliable)
,"Marion County, IL",17121,281,20264,1386.7,11,738,1490.5 (Unreliable)
,"Marshall County, IL",17123,87,6693,1299.9,25,1631,1532.8
,"Mason County, IL",17125,102,8731,1168.3,40,2923,1368.5
,"Massac County, IL",17127,97,7498,1293.7,29,2308,1256.5
,"Menard County, IL",17129,62,5377,1153.1,69,5231,1319.1
,"Mercer County, IL",17131,100,8588,1164.4,94,6868,1368.7
,"Monroe County, IL",17133,131,9162,1429.8,6,379,1583.1 (Unreliable)
,"Montgomery County, IL",17135,250,15273,1636.9,7,283,2473.5 (Unreliable)
,"Morgan County, IL",17137,231,16792,1375.7,13,662,1963.7 (Unreliable)
,"Moultrie County, IL",17139,100,6877,1454.1,11,1198,918.2 (Unreliable)
,"Ogle County, IL",17141,202,20165,1001.7,10,996,1004.0 (Unreliable)
,"Peoria County, IL",17143,931,82887,1123.2,21,2194,957.2
,"Perry County, IL",17145,174,10135,1716.8,34,2861,1188.4
,"Piatt County, IL",17147,82,7466,1098.3,49,4591,1067.3
,"Pike County, IL",17149,122,9532,1279.9,43,3975,1081.8
,"Pope County, IL",17151,38,2106,1804.4,92,8566,1074
,"Pulaski County, IL",17153,73,4271,1709.2,92,8606,1069
,"Putnam County, IL",17155,22,2587,850.4,17,2167,784.5 (Unreliable)
,"Randolph County, IL",17157,205,15588,1315.1,22,1427,1541.7
,"Richland County, IL",17159,110,8230,1336.6,39,3594,1085.1
,"Rock Island County, IL",17161,812,70722,1148.2,11,2100,523.8 (Unreliable)
,"St. Clair County, IL",17163,1370,109330,1253.1,18,1796,1002.2 (Unreliable)
,"Saline County, IL",17165,253,14718,1719,29,3896,744.4
,"Sangamon County, IL",17167,815,75988,1072.5,68,7543,901.5
,"Schuyler County, IL",17169,72,4114,1750.1,13,1051,1236.9 (Unreliable)
,"Scott County, IL",17171,30,3002,999.3,15,828,1811.6 (Unreliable)
,"Shelby County, IL",17173,153,11287,1355.5,28,1879,1490.2
,"Stark County, IL",17175,42,3470,1210.4,39,4321,902.6
,"Stephenson County, IL",17177,285,22394,1272.7,58,3642,1592.5
,"Tazewell County, IL",17179,441,54062,815.7,97,7963,1218.1
,"Union County, IL",17181,105,9482,1107.4,125,9855,1268.4
,"Vermilion County, IL",17183,531,42704,1243.4,1,0,0.0 (Unreliable)
,"Wabash County, IL",17185,107,6172,1733.6,1,0,0.0 (Unreliable)
,"Warren County, IL",17187,118,9801,1204,2,0,0.0 (Unreliable)
,"Washington County, IL",17189,123,7607,1616.9,59,5801,1017.1
,"Wayne County, IL",17191,136,9120,1491.2,66,4850,1360.8
,"White County, IL",17193,137,9306,1472.2,125,10651,1173.6
,"Whiteside County, IL",17195,313,27987,1118.4,127,10676,1189.6
,"Will County, IL",17197,1045,117280,891,38,4753,799.5
,"Williamson County, IL",17199,347,26756,1296.9,53,4331,1223.7
,"Winnebago County, IL",17201,1014,104037,974.7,91,9084,1001.8
,"Woodford County, IL",17203,150,13614,1101.8,91,9114,998.5
,"Adams County, IN",18001,131,11634,1126,1,264,378.8 (Unreliable)
,"Allen County, IN",18003,1152,115349,998.7,2,237,843.9 (Unreliable)
,"Bartholomew County, IN",18005,238,26580,895.4,3,501,598.8 (Unreliable)
,"Benton County, IN",18007,65,4729,1374.5,20,1678,1191.9
,"Blackford County, IN",18009,96,6950,1381.3,24,1533,1565.6
,"Boone County, IN",18011,172,15847,1085.4,44,3211,1370.3
,"Brown County, IN",18013,47,5385,872.8,47,3723,1262.4
,"Carroll County, IN",18015,76,8835,860.2,27,2010,1343.3
,"Cass County, IN",18017,203,18273,1110.9,38,1470,2585
,"Clark County, IN",18019,350,35111,996.8,65,3480,1867.8
,"Clay County, IN",18021,156,11605,1344.2,53,4848,1093.2
,"Clinton County, IN",18023,204,14256,1431,56,3859,1451.2
,"Crawford County, IN",18025,38,4235,897.3,109,8707,1251.9
,"Daviess County, IN",18027,173,12471,1387.2,174,12219,1424
,"Dearborn County, IN",18029,136,14386,945.4,15,671,2235.5 (Unreliable)
,"Decatur County, IN",18031,105,9913,1059.2,16,521,3071.0 (Unreliable)
,"De Kalb County, IN",18033,161,13716,1173.8,31,1192,2600.7
,"Delaware County, IN",18035,510,50792,1004.1,39,4136,942.9
,"Dubois County, IN",18037,120,13628,880.5,52,3519,1477.7
,"Elkhart County, IN",18039,535,55052,971.8,91,7655,1188.8
,"Fayette County, IN",18041,132,11911,1108.2,122,8878,1374.2
,"Floyd County, IN",18043,263,25979,1012.4,8,367,2179.8 (Unreliable)
,"Fountain County, IN",18045,96,8757,1096.3,5,268,1865.7 (Unreliable)
,"Franklin County, IN",18047,93,7827,1188.2,13,635,2047.2 (Unreliable)
,"Fulton County, IN",18049,108,9038,1195,129,13352,966.1
,"Gibson County, IN",18051,201,15202,1322.2,149,11269,1322.2
,"Grant County, IN",18053,393,34580,1136.5,278,24621,1129.1
,"Greene County, IN",18055,200,14630,1367.1,291,25363,1147.3
,"Hamilton County, IN",18057,227,33710,673.4,1,113,885.0 (Unreliable)
,"Hancock County, IN",18059,170,17942,947.5,2,72,2777.8 (Unreliable)
,"Harrison County, IN",18061,120,11094,1081.7,3,185,1621.6 (Unreliable)
,"Hendricks County, IN",18063,203,27819,729.7,62,7924,782.4
,"Henry County, IN",18065,279,23394,1192.6,99,7153,1384
,"Howard County, IN",18067,327,35751,914.7,161,15077,1067.9
,"Huntington County, IN",18069,187,15372,1216.5,164,15600,1051.3
,"Jackson County, IN",18071,164,15691,1045.2,44,3951,1113.6
,"Jasper County, IN",18073,106,10015,1058.4,50,2988,1673.4
,"Jay County, IN",18075,140,10393,1347.1,94,6939,1354.7
,"Jefferson County, IN",18077,138,12615,1093.9,1,52,1923.1 (Unreliable)
,"Jennings County, IN",18079,106,9022,1174.9,1,84,1190.5 (Unreliable)
,"Johnson County, IN",18081,288,30162,954.8,34,6065,560.6
,"Knox County, IN",18083,272,19056,1427.4,64,5353,1195.6
,"Kosciusko County, IN",18085,269,24145,1114.1,98,11418,858.3
,"Lagrange County, IN",18087,92,9361,982.8,193,18441,1046.6
,"Lake County, IN",18089,2147,209888,1022.9,12,909,1320.1 (Unreliable)
,"La Porte County, IN",18091,504,45720,1102.4,10,706,1416.4 (Unreliable)
,"Lawrence County, IN",18093,225,19073,1179.7,22,1615,1362.2
,"Madison County, IN",18095,629,59423,1058.5,42,3537,1187.4
,"Marion County, IN",18097,3317,311603,1064.5,49,3077,1592.5
,"Marshall County, IN",18099,192,16904,1135.8,91,6614,1375.9
,"Martin County, IN",18101,71,4602,1542.8,113,8250,1369.7
,"Miami County, IN",18103,158,15356,1028.9,9,843,1067.6 (Unreliable)
,"Monroe County, IN",18105,276,30186,914.3,9,699,1287.6 (Unreliable)
,"Montgomery County, IN",18107,169,15838,1067.1,18,1542,1167.3 (Unreliable)
,"Morgan County, IN",18109,172,21042,817.4,30,1851,1620.7
,"Newton County, IN",18111,68,6128,1109.7,22,1573,1398.6
,"Noble County, IN",18113,170,14386,1181.7,52,3424,1518.7
,"Ohio County, IN",18115,23,2309,996.1,70,4974,1407.3
,"Orange County, IN",18117,90,8404,1070.9,24,1743,1376.9
,"Owen County, IN",18119,66,7182,919,15,1239,1210.7 (Unreliable)
,"Parke County, IN",18121,112,7690,1456.4,39,2982,1307.8
