""AgeGroup""	""Age Group Code""	""Causeofdeath""	""Cause of death Code""	""Year""	""Year Code""	""Race""	""Race Code""	""Gender""	""Gender Code""	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths"
"""10-14 years""	""10-14""	""With no organism specified as cause""	""320.9""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215367	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Intracranial and intraspinal abscess""	""322""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	233688	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Encephalitis, myelitis, and encephalomyelitis""	""323""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Encephalitis, myelitis, and encephalomyelitis""	""323""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	232789	0.9 (Unreliable)	0.1	3.1	0.6	0.0%"
"""10-14 years""	""10-14""	""Encephalitis, myelitis, and encephalomyelitis""	""323""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Encephalitis, myelitis, and encephalomyelitis""	""323""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	230728	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Encephalitis, myelitis, and encephalomyelitis""	""323""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215367	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Late effects of intracranial abscess or pyogenic infection""	""324""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Progressive muscular dystrophy""	""330.3""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	232347	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Progressive muscular dystrophy""	""330.3""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	228465	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Myotonia atrophica""	""330.4""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	232347	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Myotonia atrophica""	""330.4""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	3	233688	1.3 (Unreliable)	0.3	3.8	0.7	0.0%"
"""10-14 years""	""10-14""	""Myotonia atrophica""	""330.4""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	228465	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Myotonia atrophica""	""330.4""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	225172	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Hereditary chorea""	""331.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	2	220515	0.9 (Unreliable)	0.1	3.3	0.6	0.0%"
"""10-14 years""	""10-14""	""Amaurotic family idiocy""	""333.0""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	233688	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Other demyelinating diseases of central nervous system""	""341""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	230728	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Other spastic paralyis""	""343.1""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	4	232789	1.7 (Unreliable)	0.5	4.4	0.9	0.0%"
"""10-14 years""	""10-14""	""Other spastic paralyis""	""343.1""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	230728	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Athetoid""	""343.2""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""343.9""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	223023	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""343.9""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	2	230728	0.9 (Unreliable)	0.1	3.1	0.6	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""343.9""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""343.9""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	2	225172	0.9 (Unreliable)	0.1	3.2	0.6	0.0%"
"""10-14 years""	""10-14""	""Generalised convulsive""	""345.1""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Status epilepticus""	""345.2""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	232347	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Status epilepticus""	""345.2""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	228465	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""345.9""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""347.9""	""1970""	""1970""	""Black or African American""	""2054-5""	""Female""	""F""	1	8667	11.5 (Unreliable)	0.3	64.3	11.5	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""347.9""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""347.9""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	230728	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""347.9""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215367	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""347.9""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	225172	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Unspecified""	""381.9""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	223023	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Not specified as rheumatic""	""395.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	228465	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Not specified as rheumatic""	""395.9""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215367	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Specified as rheumatic""	""396.0""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	232347	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Acute and subacute bacterial endocarditis""	""421.0""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	222373	0.9 (Unreliable)	0.1	3.2	0.6	0.0%"
"""10-14 years""	""10-14""	""Acute myocarditis""	""422""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	223023	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Acute myocarditis""	""422""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	225172	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Chronic disease of pericardium, nonrheumatic""	""423""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	223023	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Cardiomyopathy""	""425""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Cardiomyopathy""	""425""	""1975""	""1975""	""Black or African American""	""2054-5""	""Female""	""F""	1	10083	9.9 (Unreliable)	0.3	55.3	9.9	0.0%"
"""10-14 years""	""10-14""	""Congestive heart failure""	""427.0""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	2	230728	0.9 (Unreliable)	0.1	3.1	0.6	0.0%"
"""10-14 years""	""10-14""	""Cardiac arrest NOS""	""427.2""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Cardiac arrest NOS""	""427.2""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Cardiac arrest NOS""	""427.2""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	2	215367	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""10-14 years""	""10-14""	""Other myocardial insufficiency""	""428""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	232347	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Other myocardial insufficiency""	""428""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	230728	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""430.9""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""430.9""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	2	232347	0.9 (Unreliable)	0.1	3.1	0.6	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""430.9""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	223023	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""430.9""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	233688	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""430.9""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	222373	0.9 (Unreliable)	0.1	3.2	0.6	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""430.9""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	232789	0.9 (Unreliable)	0.1	3.1	0.6	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""430.9""	""1973""	""1973""	""Black or African American""	""2054-5""	""Female""	""F""	1	9716	10.3 (Unreliable)	0.3	57.3	10.3	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""430.9""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""430.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	2	228465	0.9 (Unreliable)	0.1	3.2	0.6	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""430.9""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215367	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""430.9""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	225172	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""431.9""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	3	221530	1.4 (Unreliable)	0.3	4.0	0.8	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""431.9""	""1971""	""1971""	""Black or African American""	""2054-5""	""Female""	""F""	1	9112	11.0 (Unreliable)	0.3	61.1	11.0	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""431.9""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	230728	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""431.9""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215367	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""438.9""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Without mention of hypertension""	""438.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	2	228465	0.9 (Unreliable)	0.1	3.2	0.6	0.0%"
"""10-14 years""	""10-14""	""Dissecting aneurysm of aorta (any part)""	""441.0""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	232789	0.9 (Unreliable)	0.1	3.1	0.6	0.0%"
"""10-14 years""	""10-14""	""Polyarteritis nodosa""	""446.0""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	230728	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified circulatory diseases""	""458.9""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Acute bronchitis and bronchiolitis""	""466""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Influenza with pneumonia""	""471""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	225172	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Influenza with other respiratory manifestations""	""472""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Viral pneumonia""	""480""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Viral pneumonia""	""480""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	225172	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Acute interstitial pneumonia""	""484""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Bronchopneumonia, unspecified""	""485""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Bronchopneumonia, unspecified""	""485""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	3	232347	1.3 (Unreliable)	0.3	3.8	0.7	0.0%"
"""10-14 years""	""10-14""	""Bronchopneumonia, unspecified""	""485""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	223023	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Bronchopneumonia, unspecified""	""485""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	233688	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Bronchopneumonia, unspecified""	""485""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	6	232789	2.6 (Unreliable)	0.9	5.6	1.1	0.0%"
"""10-14 years""	""10-14""	""Bronchopneumonia, unspecified""	""485""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Bronchopneumonia, unspecified""	""485""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	3	228465	1.3 (Unreliable)	0.3	3.8	0.8	0.0%"
"""10-14 years""	""10-14""	""Bronchopneumonia, unspecified""	""485""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	225172	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Pneumonia, unspecified""	""486""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Pneumonia, unspecified""	""486""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	223023	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Pneumonia, unspecified""	""486""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	233688	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Pneumonia, unspecified""	""486""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Pneumonia, unspecified""	""486""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	230728	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Pneumonia, unspecified""	""486""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Pneumonia, unspecified""	""486""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	228465	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Pneumonia, unspecified""	""486""	""1975""	""1975""	""Black or African American""	""2054-5""	""Male""	""M""	1	10087	9.9 (Unreliable)	0.3	55.2	9.9	0.0%"
"""10-14 years""	""10-14""	""Bronchitis, unspecified""	""490""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	223023	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Asthma""	""493""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	3	221530	1.4 (Unreliable)	0.3	4.0	0.8	0.0%"
"""10-14 years""	""10-14""	""Asthma""	""493""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	222373	0.9 (Unreliable)	0.1	3.2	0.6	0.0%"
"""10-14 years""	""10-14""	""Hypertrophy of tonsils and adenoids""	""500""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Bronchiectasis""	""518""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	233688	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Acute edema of lung""	""519.1""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""525.9""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""With hemorrage only""	""532.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""With hemorrage only""	""532.0""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215367	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""With perforation only""	""532.1""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215367	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Gastritis and duodenitis""	""535""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""With peritonitis""	""540.0""	""1971""	""1971""	""Other Race""	""2131-1""	""Female""	""F""	1	1809	55.3 (Unreliable)	1.4	308.0	55.3	0.0%"
"""10-14 years""	""10-14""	""Appendicitis, unqualified""	""541""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Other""	""569.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	228465	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Acute and subacute necrosis of liver""	""570""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	223023	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Unspecified""	""571.9""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	225172	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Other and unspecified""	""573.9""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	233688	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Acute pancreatitis""	""577.0""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	233688	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Acute nephritis""	""580""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Chronic nephritis""	""582""	""1974""	""1974""	""Black or African American""	""2054-5""	""Male""	""M""	1	9977	10.0 (Unreliable)	0.3	55.8	10.0	0.0%"
"""10-14 years""	""10-14""	""Chronic nephritis""	""582""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Abscess of kidney and perirenal tissue""	""590.2""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Other renal disease""	""593.2""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Pelvic inflammatory disease""	""616.0""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	223023	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Lupus erythematosus""	""695.4""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	223023	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Dermatomyositis""	""716.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Anencephalus""	""740""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	233688	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""With hydrocephalus""	""741.0""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	222373	0.9 (Unreliable)	0.1	3.2	0.6	0.0%"
"""10-14 years""	""10-14""	""Without mention of hydrocephalus""	""741.9""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	218261	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Congenital hydrocephalus""	""742""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	220515	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Congenital hydrocephalus""	""742""	""1974""	""1974""	""Black or African American""	""2054-5""	""Female""	""F""	1	9978	10.0 (Unreliable)	0.3	55.8	10.0	0.0%"
"""10-14 years""	""10-14""	""Congenital hydrocephalus""	""742""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	215367	0.5 (Unreliable)	0.0	2.6	0.5	0.0%"
"""10-14 years""	""10-14""	""Microcephalus""	""743.1""	""1971""	""1971""	""Black or African American""	""2054-5""	""Female""	""F""	1	9112	11.0 (Unreliable)	0.3	61.1	11.0	0.0%"
"""10-14 years""	""10-14""	""Microcephalus""	""743.1""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	233688	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Microcephalus""	""743.1""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	230728	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Microcephalus""	""743.1""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	2	215367	0.9 (Unreliable)	0.1	3.4	0.7	0.0%"
"""10-14 years""	""10-14""	""Other specified anomalies of brain""	""743.2""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	221530	0.5 (Unreliable)	0.0	2.5	0.5	0.0%"
"""10-14 years""	""10-14""	""Unspecified anomalies of brain, spinal cord, and nervous system""	""743.9""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	232347	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Unspecified anomalies of brain, spinal cord, and nervous system""	""743.9""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	222373	0.9 (Unreliable)	0.1	3.2	0.6	0.0%"
"""10-14 years""	""10-14""	""Unspecified anomalies of brain, spinal cord, and nervous system""	""743.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	228465	0.4 (Unreliable)	0.0	2.4	0.4	0.0%"
"""10-14 years""	""10-14""	""Unspecified anomalies of brain, spinal cord, and nervous system""	""743.9""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	225172	0.4 (Unreliable)	0.0	2.5	0.4	0.0%"
"""10-14 years""	""10-14""	""Tetralogy of Fallot""	""746.2""	""1973""	""1973""	""Other Race""	""2131-1""	""Male""	""M""	1	2010	49.8 (Unreliable)	1.3	277.2	49.8	0.0%"
